ED_11,ED,open_text,true,30,A small deviation from standards brings short-term benefit and no resistance. What is your first thought?,,,false

ED_12,ED,multiple_choice,true,,Which statement is closer to you?,,,"[{""value"":""A"",""label_en"":""The goal sometimes justifies the means""},{""value"":""B"",""label_en"":""The means define the leader, not the goal""}]",false

DI_13,DI,multiple_choice,true,,You can save a key contract by accepting a clause that is industry standard but misleading for the client. What do you do?,,,"[{""value"":""A"",""label_en"":""Accept – everyone does it""},{""value"":""B"",""label_en"":""Accept but clarify in an annex""},{""value"":""C"",""label_en"":""Renegotiate even at the cost of the deal""},{""value"":""D"",""label_en"":""Escalate to legal/compliance and pause""}]",false

DI_14,DI,multiple_choice,true,,A trusted director makes a mistake that could surface. The team suggests managing the narrative. How do you react?,,,"[{""value"":""A"",""label_en"":""Protect the person – stability matters""},{""value"":""B"",""label_en"":""Minimise risk and tidy communication""},{""value"":""C"",""label_en"":""Choose full transparency even if painful""},{""value"":""D"",""label_en"":""Disclose only what is strictly necessary""}]",false

RP_15,RP,multiple_choice,true,,When you are chronically overloaded, which area degrades first?,,,"[{""value"":""A"",""label_en"":""Empathy and patience""},{""value"":""B"",""label_en"":""Decision quality (shortcuts)""},{""value"":""C"",""label_en"":""Control and micromanagement""},{""value"":""D"",""label_en"":""Nothing – I function the same""}]",false

RP_16,RP,multiple_choice,true,,After a very difficult week, what do you do in the first 24 hours?,,,"[{""value"":""A"",""label_en"":""Work more – cannot afford to slow down""},{""value"":""B"",""label_en"":""Sleep and disconnect""},{""value"":""C"",""label_en"":""Conduct a quick AAR, then rest""},{""value"":""D"",""label_en"":""Meet people and sense the temperature""}]",false

MA_17,MA,multiple_choice,true,,You receive a polished presentation with selective data and strong pressure to decide. Your first move?,,,"[{""value"":""A"",""label_en"":""Accept and negotiate details""},{""value"":""B"",""label_en"":""Request raw data and methodology""},{""value"":""C"",""label_en"":""Ask for a devil’s advocate case""},{""value"":""D"",""label_en"":""Delay – it smells wrong""}]",false

MA_18,MA,multiple_choice,true,,A stakeholder says: “If we don’t do this now, we’re finished.” No data, high conviction. What do you do?,,,"[{""value"":""A"",""label_en"":""Give in – risk is too high""},{""value"":""B"",""label_en"":""Ask three questions: data, source, alternatives""},{""value"":""C"",""label_en"":""Run a fast 2x2 scenario with the team""},{""value"":""D"",""label_en"":""Limit scope and run a test step""}]",false

AC_19,AC,multiple_choice,true,,Your organisation normalises interruption and urgency. What do you do as a leader?,,,"[{""value"":""A"",""label_en"":""Introduce focus blocks and escalation rules""},{""value"":""B"",""label_en"":""Increase control meetings""},{""value"":""C"",""label_en"":""Enforce more reporting""},{""value"":""D"",""label_en"":""Trust it will self-correct""}]",false

AC_20,AC,multiple_choice,true,,In a crisis you have 30 seconds to define priority for the team. Which is closer?,,,"[{""value"":""A"",""label_en"":""Do everything necessary""},{""value"":""B"",""label_en"":""Protect people and continuity first""},{""value"":""C"",""label_en"":""Save KPIs – that’s what we’re judged on""},{""value"":""D"",""label_en"":""Wait for full data to avoid mistakes""}]",false

PR_21,PR,multiple_choice,true,,Someone publicly challenges your decision in a meeting. What do you do?,,,"[{""value"":""A"",""label_en"":""Shut it down – return later""},{""value"":""B"",""label_en"":""Invite argument and discussion""},{""value"":""C"",""label_en"":""Treat it as disloyalty and react hard""},{""value"":""D"",""label_en"":""Move to 1:1 and separate emotion from merit""}]",false

ED_22,ED,multiple_choice,true,,You see small ethical deviations becoming normalised in the team. Your natural reaction?,,,"[{""value"":""A"",""label_en"":""Ignore – delivery matters""},{""value"":""B"",""label_en"":""Stop it immediately and name the standard""},{""value"":""C"",""label_en"":""Allow exceptions with a minimum threshold""},{""value"":""D"",""label_en"":""Trigger audit/compliance and reset process""}]",false
